# Quantum-safety classification of JDK algorithm names, used by the pqc rule pack.
# Generated from the provider registry of JDK 26 (Oracle, Windows: SUN, SunRsaSign, SunEC,
# SunJSSE, SunJCE, SunMSCAPI) plus its TLS parameters and XML DSig SignatureMethod constants.
# PqcCatalogCompletenessTest fails when the running JDK exposes a name this file and the
# NOT_ASYMMETRIC prefixes in PqcCatalog do not classify: add the name here, do not widen a prefix.
# Columns (tab-separated): request type, classification, family, role, names (canonical first,
# then aliases and OIDs, comma-separated). Role is - for POST_QUANTUM.
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_KEM	-	ML-KEM-1024,2.16.840.1.101.3.4.4.3,OID.2.16.840.1.101.3.4.4.3
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_KEM	-	ML-KEM-512,2.16.840.1.101.3.4.4.1,OID.2.16.840.1.101.3.4.4.1
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_KEM	-	ML-KEM-768,2.16.840.1.101.3.4.4.2,OID.2.16.840.1.101.3.4.4.2
KEY_PAIR_GENERATOR	VULNERABLE	RSA	KEY_MATERIAL	RSA,1.2.840.113549.1.1,1.2.840.113549.1.1.1,OID.1.2.840.113549.1.1
KEY_PAIR_GENERATOR	VULNERABLE	RSASSA_PSS	SIGNATURE	RSASSA-PSS,1.2.840.113549.1.1.10,OID.1.2.840.113549.1.1.10,PSS
KEY_PAIR_GENERATOR	VULNERABLE	XDH	KEY_ESTABLISHMENT	X25519,1.3.101.110,OID.1.3.101.110
KEY_PAIR_GENERATOR	VULNERABLE	XDH	KEY_ESTABLISHMENT	X448,1.3.101.111,OID.1.3.101.111
KEY_PAIR_GENERATOR	VULNERABLE	XDH	KEY_ESTABLISHMENT	XDH
KEY_FACTORY	VULNERABLE	DSA	SIGNATURE	DSA,1.2.840.10040.4.1,1.3.14.3.2.12,OID.1.2.840.10040.4.1
KEY_FACTORY	VULNERABLE	DH	KEY_ESTABLISHMENT	DiffieHellman,1.2.840.113549.1.3.1,DH,OID.1.2.840.113549.1.3.1
KEY_FACTORY	VULNERABLE	EC	KEY_MATERIAL	EC,1.2.840.10045.2.1,EllipticCurve,OID.1.2.840.10045.2.1
KEY_FACTORY	VULNERABLE	EDDSA	SIGNATURE	Ed25519,1.3.101.112,OID.1.3.101.112
KEY_FACTORY	VULNERABLE	EDDSA	SIGNATURE	Ed448,1.3.101.113,OID.1.3.101.113
KEY_FACTORY	VULNERABLE	EDDSA	SIGNATURE	EdDSA
KEY_FACTORY	POST_QUANTUM	HSS_LMS	-	HSS/LMS,1.2.840.113549.1.9.16.3.17,OID.1.2.840.113549.1.9.16.3.17
KEY_FACTORY	POST_QUANTUM	ML_DSA	-	ML-DSA
KEY_FACTORY	POST_QUANTUM	ML_DSA	-	ML-DSA-44,2.16.840.1.101.3.4.3.17,OID.2.16.840.1.101.3.4.3.17
KEY_FACTORY	POST_QUANTUM	ML_DSA	-	ML-DSA-65,2.16.840.1.101.3.4.3.18,OID.2.16.840.1.101.3.4.3.18
KEY_FACTORY	POST_QUANTUM	ML_DSA	-	ML-DSA-87,2.16.840.1.101.3.4.3.19,OID.2.16.840.1.101.3.4.3.19
KEY_FACTORY	POST_QUANTUM	ML_KEM	-	ML-KEM
KEY_FACTORY	POST_QUANTUM	ML_KEM	-	ML-KEM-1024,2.16.840.1.101.3.4.4.3,OID.2.16.840.1.101.3.4.4.3
KEY_FACTORY	POST_QUANTUM	ML_KEM	-	ML-KEM-512,2.16.840.1.101.3.4.4.1,OID.2.16.840.1.101.3.4.4.1
KEY_FACTORY	POST_QUANTUM	ML_KEM	-	ML-KEM-768,2.16.840.1.101.3.4.4.2,OID.2.16.840.1.101.3.4.4.2
KEY_FACTORY	VULNERABLE	RSA	KEY_MATERIAL	RSA,1.2.840.113549.1.1,1.2.840.113549.1.1.1,OID.1.2.840.113549.1.1
KEY_FACTORY	VULNERABLE	RSASSA_PSS	SIGNATURE	RSASSA-PSS,1.2.840.113549.1.1.10,OID.1.2.840.113549.1.1.10,PSS
KEY_FACTORY	VULNERABLE	XDH	KEY_ESTABLISHMENT	X25519,1.3.101.110,OID.1.3.101.110
KEY_FACTORY	VULNERABLE	XDH	KEY_ESTABLISHMENT	X448,1.3.101.111,OID.1.3.101.111
KEY_FACTORY	VULNERABLE	XDH	KEY_ESTABLISHMENT	XDH
ALGORITHM_PARAMETERS	VULNERABLE	DSA	SIGNATURE	DSA,1.2.840.10040.4.1,1.3.14.3.2.12,OID.1.2.840.10040.4.1
ALGORITHM_PARAMETERS	VULNERABLE	DH	KEY_ESTABLISHMENT	DiffieHellman,1.2.840.113549.1.3.1,DH,OID.1.2.840.113549.1.3.1
ALGORITHM_PARAMETERS	VULNERABLE	EC	KEY_MATERIAL	EC,1.2.840.10045.2.1,EllipticCurve,OID.1.2.840.10045.2.1
ALGORITHM_PARAMETERS	VULNERABLE	RSASSA_PSS	SIGNATURE	RSASSA-PSS,1.2.840.113549.1.1.10,OID.1.2.840.113549.1.1.10,PSS
ALGORITHM_PARAMETER_GENERATOR	VULNERABLE	DSA	SIGNATURE	DSA,1.2.840.10040.4.1,1.3.14.3.2.12,OID.1.2.840.10040.4.1
ALGORITHM_PARAMETER_GENERATOR	VULNERABLE	DH	KEY_ESTABLISHMENT	DiffieHellman,1.2.840.113549.1.3.1,DH,OID.1.2.840.113549.1.3.1
TLS_NAMED_GROUP	VULNERABLE	DH	KEY_ESTABLISHMENT	ffdhe2048
TLS_NAMED_GROUP	VULNERABLE	DH	KEY_ESTABLISHMENT	ffdhe3072
TLS_NAMED_GROUP	VULNERABLE	DH	KEY_ESTABLISHMENT	ffdhe4096
TLS_NAMED_GROUP	VULNERABLE	DH	KEY_ESTABLISHMENT	ffdhe6144
TLS_NAMED_GROUP	VULNERABLE	DH	KEY_ESTABLISHMENT	ffdhe8192
TLS_NAMED_GROUP	VULNERABLE	EC	KEY_ESTABLISHMENT	secp256r1
TLS_NAMED_GROUP	VULNERABLE	EC	KEY_ESTABLISHMENT	secp384r1
TLS_NAMED_GROUP	VULNERABLE	EC	KEY_ESTABLISHMENT	secp521r1
TLS_NAMED_GROUP	VULNERABLE	XDH	KEY_ESTABLISHMENT	x25519
TLS_NAMED_GROUP	VULNERABLE	XDH	KEY_ESTABLISHMENT	x448
TLS_SIGNATURE_SCHEME	VULNERABLE	DSA	SIGNATURE	dsa_sha1
TLS_SIGNATURE_SCHEME	VULNERABLE	DSA	SIGNATURE	dsa_sha256
TLS_SIGNATURE_SCHEME	VULNERABLE	EC	SIGNATURE	ecdsa_secp256r1_sha256
TLS_SIGNATURE_SCHEME	VULNERABLE	EC	SIGNATURE	ecdsa_secp384r1_sha384
TLS_SIGNATURE_SCHEME	VULNERABLE	EC	SIGNATURE	ecdsa_secp521r1_sha512
TLS_SIGNATURE_SCHEME	VULNERABLE	EC	SIGNATURE	ecdsa_sha1
TLS_SIGNATURE_SCHEME	VULNERABLE	EDDSA	SIGNATURE	ed25519
TLS_SIGNATURE_SCHEME	VULNERABLE	EDDSA	SIGNATURE	ed448
TLS_SIGNATURE_SCHEME	VULNERABLE	RSA	SIGNATURE	rsa_pkcs1_sha1
TLS_SIGNATURE_SCHEME	VULNERABLE	RSA	SIGNATURE	rsa_pkcs1_sha256
TLS_SIGNATURE_SCHEME	VULNERABLE	RSA	SIGNATURE	rsa_pkcs1_sha384
TLS_SIGNATURE_SCHEME	VULNERABLE	RSA	SIGNATURE	rsa_pkcs1_sha512
TLS_SIGNATURE_SCHEME	VULNERABLE	RSASSA_PSS	SIGNATURE	rsa_pss_pss_sha256
TLS_SIGNATURE_SCHEME	VULNERABLE	RSASSA_PSS	SIGNATURE	rsa_pss_pss_sha384
TLS_SIGNATURE_SCHEME	VULNERABLE	RSASSA_PSS	SIGNATURE	rsa_pss_pss_sha512
TLS_SIGNATURE_SCHEME	VULNERABLE	RSASSA_PSS	SIGNATURE	rsa_pss_rsae_sha256
TLS_SIGNATURE_SCHEME	VULNERABLE	RSASSA_PSS	SIGNATURE	rsa_pss_rsae_sha384
TLS_SIGNATURE_SCHEME	VULNERABLE	RSASSA_PSS	SIGNATURE	rsa_pss_rsae_sha512
XML_SIGNATURE_METHOD	VULNERABLE	DSA	SIGNATURE	http://www.w3.org/2000/09/xmldsig#dsa-sha1
XML_SIGNATURE_METHOD	VULNERABLE	DSA	SIGNATURE	http://www.w3.org/2009/xmldsig11#dsa-sha256
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#ecdsa-sha1
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#ecdsa-sha224
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#ecdsa-sha256
